1,0.1708451626683391,29183
1,0.1708451626683391,28887
1,0.1708451626683391,29384
1,0.1708451626683391,29314
1,0.1708451626683391,29359
2,0.1712536343928173,16666
2,0.1712536343928173,16360
2,0.1712536343928173,16536
2,0.1712536343928173,16323
2,0.1712536343928173,16559
3,0.17133301742603407,12447
3,0.17133301742603407,12443
3,0.17133301742603407,12497
3,0.17133301742603407,13452
3,0.17133301742603407,12799
4,0.17162957989117775,9916
4,0.17162957989117775,9709
4,0.17162957989117775,9801
4,0.17162957989117775,9801
4,0.17162957989117775,10080
5,0.17154807917822282,8271
5,0.17154807917822282,8281
5,0.17154807917822282,8359
5,0.17154807917822282,8622
5,0.17154807917822282,8369
6,0.17158800047837425,7544

